stoch file 
scenario 1 Probability 0.001
	epsilon 0.824442
	m 0.783268
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 26 Probability 0.001
	epsilon 0.800951
	b 0.565136
	m 1.13052
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 27 Probability 0.001
	epsilon 0.842968
	b 0.67296
	m 1.04686
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 28 Probability 0.001
	epsilon 0.863058
	b 0.678257
	m 1.09955
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 29 Probability 0.001
	epsilon 0.802292
	b 0.657723
	m 1.10388
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 30 Probability 0.001
	epsilon 0.850174
	b 0.558692
	m 0.803605
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 31 Probability 0.001
	epsilon 0.799368
	b 0.595831
	m 1.23137
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 32 Probability 0.001
	epsilon 0.842988
	b 0.509639
	m 1.18578
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 33 Probability 0.001
	epsilon 0.808614
	b 0.532671
	m 0.902645
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 34 Probability 0.001
	epsilon 0.888049
	b 0.617407
	m 1.15978
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 35 Probability 0.001
	epsilon 0.872856
	b 0.634704
	m 0.899506
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 36 Probability 0.001
	epsilon 0.809194
	b 0.650703
	m 0.879831
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 37 Probability 0.001
	epsilon 0.779559
	b 0.564911
	m 1.06095
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 38 Probability 0.001
	epsilon 0.915768
	b 0.523194
	m 1.19165
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 39 Probability 0.001
	epsilon 0.803553
	b 0.559939
	m 0.957126
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 40 Probability 0.001
	epsilon 0.821645
	b 0.674684
	m 0.826079
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 41 Probability 0.001
	epsilon 0.841291
	b 0.509458
	m 0.998899
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 42 Probability 0.001
	epsilon 0.882163
	b 0.528479
	m 0.972169
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 43 Probability 0.001
	epsilon 0.811368
	b 0.573041
	m 0.76526
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 44 Probability 0.001
	epsilon 0.847541
	b 0.583407
	m 1.12314
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 45 Probability 0.001
	epsilon 0.916525
	b 0.569755
	m 0.94238
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 46 Probability 0.001
	epsilon 0.877467
	b 0.671023
	m 1.12706
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 47 Probability 0.001
	epsilon 0.851842
	b 0.529849
	m 1.05132
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 48 Probability 0.001
	epsilon 0.844772
	b 0.525374
	m 0.892086
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 49 Probability 0.001
	epsilon 0.892926
	b 0.570807
	m 0.841244
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 50 Probability 0.001
	epsilon 0.849182
	b 0.686657
	m 1.19105
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 51 Probability 0.001
	epsilon 0.888807
	b 0.626048
	m 0.991179
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 52 Probability 0.001
	epsilon 0.94509
	b 0.6406
	m 1.11413
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 53 Probability 0.001
	epsilon 0.904367
	b 0.678137
	m 1.00555
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 54 Probability 0.001
	epsilon 0.797296
	b 0.58929
	m 1.05035
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 55 Probability 0.001
	epsilon 0.813219
	b 0.662164
	m 0.991361
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 56 Probability 0.001
	epsilon 0.934694
	b 0.621141
	m 1.11729
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 57 Probability 0.001
	epsilon 0.861662
	b 0.516698
	m 1.04947
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 58 Probability 0.001
	epsilon 0.845458
	b 0.552095
	m 1.03947
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 59 Probability 0.001
	epsilon 0.759503
	b 0.614317
	m 1.11953
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 60 Probability 0.001
	epsilon 0.79743
	b 0.632091
	m 1.20038
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 61 Probability 0.001
	epsilon 0.81048
	b 0.598929
	m 0.997192
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 62 Probability 0.001
	epsilon 0.823029
	b 0.565019
	m 1.05025
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 63 Probability 0.001
	epsilon 0.801259
	b 0.623221
	m 1.09805
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 64 Probability 0.001
	epsilon 0.917869
	b 0.506966
	m 1.09354
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 65 Probability 0.001
	epsilon 0.89514
	b 0.64384
	m 1.08427
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 66 Probability 0.001
	epsilon 0.922222
	b 0.610863
	m 1.0406
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 67 Probability 0.001
	epsilon 0.805719
	b 0.582455
	m 1.07731
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 68 Probability 0.001
	epsilon 0.875589
	b 0.537261
	m 0.967556
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 69 Probability 0.001
	epsilon 0.777103
	b 0.59081
	m 1.11465
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 70 Probability 0.001
	epsilon 0.872393
	b 0.607091
	m 0.833004
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 71 Probability 0.001
	epsilon 0.794438
	b 0.530168
	m 1.06435
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 72 Probability 0.001
	epsilon 0.782551
	b 0.630394
	m 1.14134
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 73 Probability 0.001
	epsilon 0.812738
	b 0.634041
	m 1.11038
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 74 Probability 0.001
	epsilon 0.880808
	b 0.514362
	m 1.0925
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 75 Probability 0.001
	epsilon 0.818763
	b 0.594595
	m 0.987075
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 76 Probability 0.001
	epsilon 0.856343
	b 0.554827
	m 0.923871
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 77 Probability 0.001
	epsilon 0.911982
	b 0.685631
	m 1.21537
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 78 Probability 0.001
	epsilon 0.821613
	b 0.510367
	m 0.925377
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 79 Probability 0.001
	epsilon 0.788674
	b 0.595579
	m 0.92893
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 80 Probability 0.001
	epsilon 0.838898
	b 0.584442
	m 0.905032
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 81 Probability 0.001
	epsilon 0.761223
	b 0.562724
	m 0.794781
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 82 Probability 0.001
	epsilon 0.916282
	b 0.557355
	m 0.928534
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 83 Probability 0.001
	epsilon 0.758692
	b 0.638919
	m 0.800438
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 84 Probability 0.001
	epsilon 0.880125
	b 0.538561
	m 1.18404
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 85 Probability 0.001
	epsilon 0.871735
	b 0.633234
	m 0.944456
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 86 Probability 0.001
	epsilon 0.807756
	b 0.564538
	m 0.875651
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 87 Probability 0.001
	epsilon 0.78092
	b 0.696939
	m 0.965716
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 88 Probability 0.001
	epsilon 0.814855
	b 0.598565
	m 0.86059
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 89 Probability 0.001
	epsilon 0.836911
	b 0.55109
	m 0.842451
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 90 Probability 0.001
	epsilon 0.841743
	b 0.591746
	m 0.925901
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 91 Probability 0.001
	epsilon 0.835443
	b 0.529898
	m 1.00459
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 92 Probability 0.001
	epsilon 0.932707
	b 0.593949
	m 1.02125
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 93 Probability 0.001
	epsilon 0.844179
	b 0.591524
	m 1.00718
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 94 Probability 0.001
	epsilon 0.858513
	b 0.665486
	m 0.97081
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 95 Probability 0.001
	epsilon 0.819163
	b 0.600189
	m 0.839815
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 96 Probability 0.001
	epsilon 0.910111
	b 0.613812
	m 0.991818
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 97 Probability 0.001
	epsilon 0.783564
	b 0.520608
	m 0.751915
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 98 Probability 0.001
	epsilon 0.810162
	b 0.599385
	m 0.814446
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 99 Probability 0.001
	epsilon 0.790017
	b 0.500089
	m 1.02707
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 100 Probability 0.001
	epsilon 0.918213
	b 0.570245
	m 1.06291
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 101 Probability 0.001
	epsilon 0.834442
	b 0.58788
	m 1.15004
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 102 Probability 0.001
	epsilon 0.852431
	b 0.665492
	m 1.06941
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 103 Probability 0.001
	epsilon 0.780902
	b 0.657805
	m 1.04386
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 104 Probability 0.001
	epsilon 0.928171
	b 0.518803
	m 0.815278
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 105 Probability 0.001
	epsilon 0.858926
	b 0.580021
	m 0.887558
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 106 Probability 0.001
	epsilon 0.854833
	b 0.556731
	m 1.20968
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 107 Probability 0.001
	epsilon 0.819204
	b 0.577136
	m 0.828485
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 108 Probability 0.001
	epsilon 0.828265
	b 0.655684
	m 1.0015
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 109 Probability 0.001
	epsilon 0.866929
	b 0.620588
	m 1.19973
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 110 Probability 0.001
	epsilon 0.933491
	b 0.617593
	m 1.01371
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 111 Probability 0.001
	epsilon 0.805238
	b 0.615476
	m 1.07689
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 112 Probability 0.001
	epsilon 0.936128
	b 0.615611
	m 0.751544
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 113 Probability 0.001
	epsilon 0.834003
	b 0.62557
	m 1.21433
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 114 Probability 0.001
	epsilon 0.808466
	b 0.652307
	m 1.04292
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 115 Probability 0.001
	epsilon 0.930703
	b 0.607343
	m 1.00132
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 116 Probability 0.001
	epsilon 0.846585
	b 0.633447
	m 0.782977
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 117 Probability 0.001
	epsilon 0.786837
	b 0.577546
	m 1.20722
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 118 Probability 0.001
	epsilon 0.781998
	b 0.57489
	m 0.874721
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 119 Probability 0.001
	epsilon 0.903587
	b 0.624761
	m 0.876977
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 120 Probability 0.001
	epsilon 0.924794
	b 0.693181
	m 0.897019
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 121 Probability 0.001
	epsilon 0.885163
	b 0.696217
	m 0.998769
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 122 Probability 0.001
	epsilon 0.830103
	b 0.568291
	m 1.12779
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 123 Probability 0.001
	epsilon 0.903686
	b 0.648033
	m 0.836961
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 124 Probability 0.001
	epsilon 0.834745
	b 0.556741
	m 0.99299
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 125 Probability 0.001
	epsilon 0.816566
	b 0.651609
	m 1.12228
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 126 Probability 0.001
	epsilon 0.807556
	b 0.578998
	m 0.957316
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 127 Probability 0.001
	epsilon 0.798053
	b 0.588464
	m 0.993374
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 128 Probability 0.001
	epsilon 0.811655
	b 0.638546
	m 1.03719
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 129 Probability 0.001
	epsilon 0.847859
	b 0.583967
	m 0.922335
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 130 Probability 0.001
	epsilon 0.886962
	b 0.674004
	m 1.01199
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 131 Probability 0.001
	epsilon 0.93795
	b 0.641156
	m 0.879955
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 132 Probability 0.001
	epsilon 0.8258
	b 0.593699
	m 0.991755
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 133 Probability 0.001
	epsilon 0.911473
	b 0.50192
	m 1.11947
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 134 Probability 0.001
	epsilon 0.775251
	b 0.544603
	m 1.06062
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 135 Probability 0.001
	epsilon 0.877556
	b 0.654757
	m 1.11109
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 136 Probability 0.001
	epsilon 0.833129
	b 0.639461
	m 0.974377
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 137 Probability 0.001
	epsilon 0.948996
	b 0.660764
	m 1.06427
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 138 Probability 0.001
	epsilon 0.831959
	b 0.606813
	m 0.865341
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 139 Probability 0.001
	epsilon 0.89184
	b 0.691719
	m 1.20361
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 140 Probability 0.001
	epsilon 0.769536
	b 0.53373
	m 0.907287
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 141 Probability 0.001
	epsilon 0.771809
	b 0.681997
	m 0.880939
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 142 Probability 0.001
	epsilon 0.829179
	b 0.638085
	m 0.810554
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 143 Probability 0.001
	epsilon 0.768051
	b 0.605196
	m 1.09853
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 144 Probability 0.001
	epsilon 0.897664
	b 0.618812
	m 1.05261
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
