stoch file 
scenario 1 Probability 0.0005
	epsilon 0.765782
	epsilon 0.87923
	b 0.556397
	m 1.19072
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 18 Probability 0.0005
	epsilon 0.867211
	b 0.594692
	m 1.02162
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 19 Probability 0.0005
	epsilon 0.839653
	b 0.582763
	m 0.997284
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 20 Probability 0.0005
	epsilon 0.828098
	b 0.561924
	m 1.01622
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 21 Probability 0.0005
	epsilon 0.830827
	b 0.58971
	m 0.789702
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 22 Probability 0.0005
	epsilon 0.790798
	b 0.582283
	m 0.754026
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 23 Probability 0.0005
	epsilon 0.805219
	b 0.601448
	m 1.04681
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 24 Probability 0.0005
	epsilon 0.840924
	b 0.562928
	m 1.05061
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 25 Probability 0.0005
	epsilon 0.938925
	b 0.685344
	m 1.00457
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 26 Probability 0.0005
	epsilon 0.881898
	b 0.571839
	m 1.14588
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 27 Probability 0.0005
	epsilon 0.947536
	b 0.60173
	m 1.07386
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 28 Probability 0.0005
	epsilon 0.902096
	b 0.617346
	m 1.09395
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 29 Probability 0.0005
	epsilon 0.778248
	b 0.6032
	m 0.914779
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 30 Probability 0.0005
	epsilon 0.776685
	b 0.665503
	m 1.17893
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 31 Probability 0.0005
	epsilon 0.795927
	b 0.527274
	m 1.1085
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 32 Probability 0.0005
	epsilon 0.787026
	b 0.553422
	m 1.1938
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 33 Probability 0.0005
	epsilon 0.840512
	b 0.596781
	m 1.06563
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 34 Probability 0.0005
	epsilon 0.936693
	b 0.6664
	m 0.929477
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 35 Probability 0.0005
	epsilon 0.82669
	b 0.611481
	m 0.94678
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 36 Probability 0.0005
	epsilon 0.936287
	b 0.534149
	m 1.0783
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 37 Probability 0.0005
	epsilon 0.835231
	b 0.66681
	m 0.818342
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 38 Probability 0.0005
	epsilon 0.923315
	b 0.515448
	m 0.846501
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 39 Probability 0.0005
	epsilon 0.868085
	b 0.598105
	m 1.10147
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 40 Probability 0.0005
	epsilon 0.832035
	b 0.593988
	m 1.11339
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 41 Probability 0.0005
	epsilon 0.827347
	b 0.605621
	m 0.998377
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 42 Probability 0.0005
	epsilon 0.777438
	b 0.587767
	m 0.915989
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 43 Probability 0.0005
	epsilon 0.830682
	b 0.551774
	m 1.04792
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 44 Probability 0.0005
	epsilon 0.816216
	b 0.612382
	m 0.933072
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 45 Probability 0.0005
	epsilon 0.814106
	b 0.603617
	m 0.903713
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 46 Probability 0.0005
	epsilon 0.920856
	b 0.680185
	m 0.995543
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 47 Probability 0.0005
	epsilon 0.939059
	b 0.557784
	m 0.990014
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 48 Probability 0.0005
	epsilon 0.941095
	b 0.671309
	m 0.797094
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 49 Probability 0.0005
	epsilon 0.839082
	b 0.621262
	m 1.00514
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 50 Probability 0.0005
	epsilon 0.889109
	b 0.53169
	m 1.08544
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 51 Probability 0.0005
	epsilon 0.864412
	b 0.671902
	m 0.892157
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 52 Probability 0.0005
	epsilon 0.936468
	b 0.693274
	m 1.02863
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 53 Probability 0.0005
	epsilon 0.822913
	b 0.612807
	m 0.879634
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 54 Probability 0.0005
	epsilon 0.945692
	b 0.552885
	m 1.02266
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 55 Probability 0.0005
	epsilon 0.852356
	b 0.572267
	m 0.824375
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 56 Probability 0.0005
	epsilon 0.808424
	b 0.538216
	m 0.995698
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 57 Probability 0.0005
	epsilon 0.927512
	b 0.544076
	m 1.00225
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 58 Probability 0.0005
	epsilon 0.865793
	b 0.661337
	m 1.06037
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 59 Probability 0.0005
	epsilon 0.872948
	b 0.660641
	m 1.00346
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 60 Probability 0.0005
	epsilon 0.905503
	b 0.541764
	m 1.03702
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 61 Probability 0.0005
	epsilon 0.774553
	b 0.580701
	m 0.963413
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 62 Probability 0.0005
	epsilon 0.920837
	b 0.671297
	m 1.0465
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 63 Probability 0.0005
	epsilon 0.852219
	b 0.52967
	m 0.903297
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 64 Probability 0.0005
	epsilon 0.867757
	b 0.560107
	m 1.16779
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 65 Probability 0.0005
	epsilon 0.874523
	b 0.595964
	m 0.780548
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 66 Probability 0.0005
	epsilon 0.868661
	b 0.605257
	m 0.856465
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 67 Probability 0.0005
	epsilon 0.77349
	b 0.674254
	m 0.945853
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 68 Probability 0.0005
	epsilon 0.940264
	b 0.629693
	m 1.15447
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 69 Probability 0.0005
	epsilon 0.836227
	b 0.551269
	m 0.830642
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 70 Probability 0.0005
	epsilon 0.896481
	b 0.536561
	m 1.0329
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 71 Probability 0.0005
	epsilon 0.853737
	b 0.582564
	m 1.10102
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 72 Probability 0.0005
	epsilon 0.769686
	b 0.606832
	m 0.990649
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 73 Probability 0.0005
	epsilon 0.905716
	b 0.608251
	m 1.17237
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 74 Probability 0.0005
	epsilon 0.798555
	b 0.576455
	m 1.16209
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 75 Probability 0.0005
	epsilon 0.942455
	b 0.600238
	m 0.930889
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 76 Probability 0.0005
	epsilon 0.826184
	b 0.517669
	m 0.776533
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 77 Probability 0.0005
	epsilon 0.758243
	b 0.649329
	m 1.00181
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 78 Probability 0.0005
	epsilon 0.828998
	b 0.559633
	m 0.889477
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 79 Probability 0.0005
	epsilon 0.750947
	b 0.69325
	m 0.824622
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 80 Probability 0.0005
	epsilon 0.934488
	b 0.605724
	m 1.0095
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 81 Probability 0.0005
	epsilon 0.889407
	b 0.533029
	m 1.15081
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 82 Probability 0.0005
	epsilon 0.817711
	b 0.569416
	m 0.789755
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 83 Probability 0.0005
	epsilon 0.781321
	b 0.588718
	m 1.05513
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 84 Probability 0.0005
	epsilon 0.909655
	b 0.56824
	m 1.10873
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 85 Probability 0.0005
	epsilon 0.832334
	b 0.570348
	m 0.980126
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 86 Probability 0.0005
	epsilon 0.812156
	b 0.599391
	m 1.0261
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 87 Probability 0.0005
	epsilon 0.917383
	b 0.682553
	m 1.2381
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 88 Probability 0.0005
	epsilon 0.83205
	b 0.67129
	m 0.887821
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 89 Probability 0.0005
	epsilon 0.920911
	b 0.673366
	m 1.05504
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 90 Probability 0.0005
	epsilon 0.813418
	b 0.593487
	m 0.964857
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 91 Probability 0.0005
	epsilon 0.765633
	b 0.535368
	m 1.04277
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 92 Probability 0.0005
	epsilon 0.791178
	b 0.511015
	m 1.21839
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 93 Probability 0.0005
	epsilon 0.84836
	b 0.642211
	m 1.17546
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 94 Probability 0.0005
	epsilon 0.839358
	b 0.660161
	m 1.24767
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 95 Probability 0.0005
	epsilon 0.887205
	b 0.572885
	m 1.0742
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 96 Probability 0.0005
	epsilon 0.886565
	b 0.529799
	m 0.899836
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 97 Probability 0.0005
	epsilon 0.882665
	b 0.588406
	m 1.24694
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 98 Probability 0.0005
	epsilon 0.914034
	b 0.667419
	m 1.15689
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 99 Probability 0.0005
	epsilon 0.753166
	b 0.50075
	m 1.24961
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 100 Probability 0.0005
	epsilon 0.776881
	b 0.658487
	m 1.2137
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 101 Probability 0.0005
	epsilon 0.804062
	b 0.666199
	m 1.13046
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 102 Probability 0.0005
	epsilon 0.789264
	b 0.647811
	m 0.939238
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 103 Probability 0.0005
	epsilon 0.878582
	b 0.633566
	m 1.06769
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 104 Probability 0.0005
	epsilon 0.892748
	b 0.61117
	m 1.2404
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 105 Probability 0.0005
	epsilon 0.869845
	b 0.601302
	m 0.750429
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 106 Probability 0.0005
	epsilon 0.891775
	b 0.587497
	m 1.11901
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 107 Probability 0.0005
	epsilon 0.911874
	b 0.523856
	m 1.17302
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 108 Probability 0.0005
	epsilon 0.776723
	b 0.670862
	m 0.869349
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 109 Probability 0.0005
	epsilon 0.897831
	b 0.61818
	m 0.951363
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 110 Probability 0.0005
	epsilon 0.770723
	b 0.550215
	m 0.974335
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 111 Probability 0.0005
	epsilon 0.933126
	b 0.687744
	m 0.903219
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 112 Probability 0.0005
	epsilon 0.889584
	b 0.615618
	m 0.991139
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 113 Probability 0.0005
	epsilon 0.855386
	b 0.517774
	m 0.813981
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 114 Probability 0.0005
	epsilon 0.841766
	b 0.611858
	m 0.808855
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 115 Probability 0.0005
	epsilon 0.89165
	b 0.576887
	m 0.948998
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 116 Probability 0.0005
	epsilon 0.858796
	b 0.606064
	m 1.04662
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 117 Probability 0.0005
	epsilon 0.861153
	b 0.571989
	m 1.08597
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 118 Probability 0.0005
	epsilon 0.801453
	b 0.58756
	m 0.765299
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 119 Probability 0.0005
	epsilon 0.824572
	b 0.646064
	m 0.840061
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 120 Probability 0.0005
	epsilon 0.813197
	b 0.523778
	m 1.18495
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 121 Probability 0.0005
	epsilon 0.81992
	b 0.657187
	m 0.89131
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 122 Probability 0.0005
	epsilon 0.824851
	b 0.610429
	m 0.978859
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 123 Probability 0.0005
	epsilon 0.861061
	b 0.578931
	m 0.990379
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 124 Probability 0.0005
	epsilon 0.82681
	b 0.568056
	m 1.18467
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 125 Probability 0.0005
	epsilon 0.758905
	b 0.55945
	m 1.17203
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 126 Probability 0.0005
	epsilon 0.821694
	b 0.692964
	m 0.883652
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 127 Probability 0.0005
	epsilon 0.753085
	b 0.684822
	m 1.0032
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 128 Probability 0.0005
	epsilon 0.882268
	b 0.575512
	m 1.08618
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 129 Probability 0.0005
	epsilon 0.77884
	b 0.576933
	m 1.01512
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 130 Probability 0.0005
	epsilon 0.8597
	b 0.570504
	m 0.9562
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 131 Probability 0.0005
	epsilon 0.915321
	b 0.521769
	m 1.11275
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 132 Probability 0.0005
	epsilon 0.909766
	b 0.522686
	m 1.01577
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 133 Probability 0.0005
	epsilon 0.823025
	b 0.637444
	m 1.04868
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 134 Probability 0.0005
	epsilon 0.910484
	b 0.517272
	m 0.986601
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 135 Probability 0.0005
	epsilon 0.924472
	b 0.63163
	m 0.957053
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 136 Probability 0.0005
	epsilon 0.914533
	b 0.580749
	m 1.16888
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 137 Probability 0.0005
	epsilon 0.86007
	b 0.627263
	m 0.918263
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 138 Probability 0.0005
	epsilon 0.766389
	b 0.692194
	m 1.14401
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 139 Probability 0.0005
	epsilon 0.848015
	b 0.589137
	m 1.12796
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 140 Probability 0.0005
	epsilon 0.871731
	b 0.612606
	m 1.0179
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 141 Probability 0.0005
	epsilon 0.884127
	b 0.675733
	m 0.842479
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 142 Probability 0.0005
	epsilon 0.763234
	b 0.639163
	m 1.22706
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 143 Probability 0.0005
	epsilon 0.876421
	b 0.579629
	m 1.01169
