stoch file 
scenario 1 Probability 0.004
	epsilon 0.89358
	m 1.06905
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 59 Probability 0.004
	epsilon 0.83483
	b 0.61886
	m 0.859789
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 60 Probability 0.004
	epsilon 0.788459
	b 0.533374
	m 0.90559
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 61 Probability 0.004
	epsilon 0.755344
	b 0.654372
	m 1.20406
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 62 Probability 0.004
	epsilon 0.895678
	b 0.525367
	m 0.792097
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 63 Probability 0.004
	epsilon 0.876147
	b 0.53316
	m 0.993922
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 64 Probability 0.004
	epsilon 0.776812
	b 0.696409
	m 1.02347
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 65 Probability 0.004
	epsilon 0.947779
	b 0.59668
	m 1.10289
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 66 Probability 0.004
	epsilon 0.814281
	b 0.553538
	m 1.10518
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 67 Probability 0.004
	epsilon 0.881722
	b 0.625562
	m 0.967078
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 68 Probability 0.004
	epsilon 0.789644
	b 0.55349
	m 1.05278
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 69 Probability 0.004
	epsilon 0.873441
	b 0.591317
	m 0.953403
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 70 Probability 0.004
	epsilon 0.881932
	b 0.564872
	m 0.94806
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 71 Probability 0.004
	epsilon 0.86484
	b 0.564333
	m 1.11055
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 72 Probability 0.004
	epsilon 0.848552
	b 0.575676
	m 1.10169
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 73 Probability 0.004
	epsilon 0.815262
	b 0.554119
	m 0.757612
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 74 Probability 0.004
	epsilon 0.834278
	b 0.646539
	m 1.07021
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 75 Probability 0.004
	epsilon 0.91715
	b 0.617349
	m 0.867087
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 76 Probability 0.004
	epsilon 0.820639
	b 0.608397
	m 1.02349
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 77 Probability 0.004
	epsilon 0.855867
	b 0.543889
	m 0.854397
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 78 Probability 0.004
	epsilon 0.870345
	b 0.621909
	m 0.861799
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 79 Probability 0.004
	epsilon 0.86261
	b 0.655296
	m 1.10817
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 80 Probability 0.004
	epsilon 0.894252
	b 0.611279
	m 1.00092
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 81 Probability 0.004
	epsilon 0.771689
	b 0.673806
	m 0.930678
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 82 Probability 0.004
	epsilon 0.906234
	b 0.525522
	m 1.03961
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 83 Probability 0.004
	epsilon 0.94464
	b 0.500947
	m 1.14979
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 84 Probability 0.004
	epsilon 0.888385
	b 0.617746
	m 1.10126
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 85 Probability 0.004
	epsilon 0.870555
	b 0.692232
	m 0.863741
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 86 Probability 0.004
	epsilon 0.753286
	b 0.574312
	m 0.932723
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 87 Probability 0.004
	epsilon 0.792369
	b 0.619897
	m 0.795578
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 88 Probability 0.004
	epsilon 0.836178
	b 0.500047
	m 1.0453
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 89 Probability 0.004
	epsilon 0.842568
	b 0.563918
	m 1.19254
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 90 Probability 0.004
	epsilon 0.831556
	b 0.600376
	m 0.982142
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 91 Probability 0.004
	epsilon 0.880162
	b 0.661152
	m 0.892849
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 92 Probability 0.004
	epsilon 0.887871
	b 0.52954
	m 1.18106
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 93 Probability 0.004
	epsilon 0.876135
	b 0.633844
	m 0.790214
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 94 Probability 0.004
	epsilon 0.88635
	b 0.624453
	m 0.804924
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 95 Probability 0.004
	epsilon 0.852525
	b 0.60976
	m 0.81531
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 96 Probability 0.004
	epsilon 0.871792
	b 0.551512
	m 0.99129
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 97 Probability 0.004
	epsilon 0.8089
	b 0.652374
	m 0.917022
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 98 Probability 0.004
	epsilon 0.844421
	b 0.615765
	m 1.07188
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 99 Probability 0.004
	epsilon 0.887333
	b 0.679466
	m 0.889797
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 100 Probability 0.004
	epsilon 0.874033
	b 0.587099
	m 0.885673
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 101 Probability 0.004
	epsilon 0.867691
	b 0.632416
	m 1.1344
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 102 Probability 0.004
	epsilon 0.867804
	b 0.639384
	m 0.83611
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 103 Probability 0.004
	epsilon 0.886767
	b 0.580073
	m 1.06601
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 104 Probability 0.004
	epsilon 0.891631
	b 0.643081
	m 1.07124
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 105 Probability 0.004
	epsilon 0.875172
	b 0.571596
	m 1.00323
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 106 Probability 0.004
	epsilon 0.768369
	b 0.607117
	m 1.14283
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 107 Probability 0.004
	epsilon 0.812004
	b 0.624847
	m 1.08783
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 108 Probability 0.004
	epsilon 0.791376
	b 0.514002
	m 1.1486
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 109 Probability 0.004
	epsilon 0.814158
	b 0.655376
	m 0.941928
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 110 Probability 0.004
	epsilon 0.771455
	b 0.611714
	m 0.978743
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 111 Probability 0.004
	epsilon 0.895346
	b 0.574067
	m 1.14299
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 112 Probability 0.004
	epsilon 0.821669
	b 0.621663
	m 1.13767
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 113 Probability 0.004
	epsilon 0.840596
	b 0.540974
	m 0.877127
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 114 Probability 0.004
	epsilon 0.869059
	b 0.542195
	m 1.05702
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 115 Probability 0.004
	epsilon 0.890106
	b 0.673684
	m 1.14457
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 116 Probability 0.004
	epsilon 0.797244
	b 0.51216
	m 1.01112
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 117 Probability 0.004
	epsilon 0.937203
	b 0.59605
	m 1.06459
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 118 Probability 0.004
	epsilon 0.873796
	b 0.585128
	m 0.846247
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 119 Probability 0.004
	epsilon 0.859868
	b 0.64287
	m 0.861945
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 120 Probability 0.004
	epsilon 0.823591
	b 0.60044
	m 1.04816
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 121 Probability 0.004
	epsilon 0.80209
	b 0.580878
	m 1.00964
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 122 Probability 0.004
	epsilon 0.821957
	b 0.633609
	m 1.10945
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 123 Probability 0.004
	epsilon 0.89791
	b 0.557158
	m 1.12831
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 124 Probability 0.004
	epsilon 0.948659
	b 0.663606
	m 0.924666
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 125 Probability 0.004
	epsilon 0.800951
	b 0.544278
	m 1.07965
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 126 Probability 0.004
	epsilon 0.838163
	b 0.676262
	m 1.09087
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 127 Probability 0.004
	epsilon 0.926451
	b 0.64243
	m 0.770492
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 128 Probability 0.004
	epsilon 0.803052
	b 0.643457
	m 0.810326
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 129 Probability 0.004
	epsilon 0.906648
	b 0.574332
	m 0.931622
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 130 Probability 0.004
	epsilon 0.801
	b 0.677765
	m 1.0489
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 131 Probability 0.004
	epsilon 0.823726
	b 0.68566
	m 0.977143
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 132 Probability 0.004
	epsilon 0.849532
	b 0.649614
	m 1.19518
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 133 Probability 0.004
	epsilon 0.876791
	b 0.551329
	m 1.1656
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 134 Probability 0.004
	epsilon 0.869255
	b 0.548601
	m 0.888143
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 135 Probability 0.004
	epsilon 0.794017
	b 0.627753
	m 0.880816
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 136 Probability 0.004
	epsilon 0.932157
	b 0.608065
	m 0.778335
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 137 Probability 0.004
	epsilon 0.84993
	b 0.5622
	m 1.0846
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 138 Probability 0.004
	epsilon 0.821227
	b 0.555558
	m 0.985147
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 139 Probability 0.004
	epsilon 0.802704
	b 0.618466
	m 0.840133
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 140 Probability 0.004
	epsilon 0.919679
	b 0.546799
	m 1.24994
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 141 Probability 0.004
	epsilon 0.856158
	b 0.621047
	m 1.12767
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 142 Probability 0.004
	epsilon 0.809565
	b 0.591948
	m 1.13055
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 143 Probability 0.004
	epsilon 0.87921
	b 0.589276
	m 0.981863
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 144 Probability 0.004
	epsilon 0.910256
	b 0.503862
	m 0.78972
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
