stoch file 
scenario 1 Probability 0.0005
	epsilon 0.869296
	m 1.07445
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 57 Probability 0.0005
	epsilon 0.785688
	b 0.533279
	m 1.10719
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 58 Probability 0.0005
	epsilon 0.83533
	b 0.552149
	m 0.950555
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 59 Probability 0.0005
	epsilon 0.836758
	b 0.517475
	m 1.10972
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 60 Probability 0.0005
	epsilon 0.893377
	b 0.548417
	m 1.04212
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 61 Probability 0.0005
	epsilon 0.850701
	b 0.556566
	m 1.02022
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 62 Probability 0.0005
	epsilon 0.849339
	b 0.5369
	m 1.08285
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 63 Probability 0.0005
	epsilon 0.84285
	b 0.614444
	m 1.0461
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 64 Probability 0.0005
	epsilon 0.806061
	b 0.505822
	m 0.975658
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 65 Probability 0.0005
	epsilon 0.904225
	b 0.654398
	m 1.12739
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 66 Probability 0.0005
	epsilon 0.880224
	b 0.618034
	m 0.844179
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 67 Probability 0.0005
	epsilon 0.946907
	b 0.5893
	m 0.878384
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 68 Probability 0.0005
	epsilon 0.87229
	b 0.627733
	m 0.916841
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 69 Probability 0.0005
	epsilon 0.833057
	b 0.578923
	m 0.9248
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 70 Probability 0.0005
	epsilon 0.818203
	b 0.585894
	m 0.914726
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 71 Probability 0.0005
	epsilon 0.903503
	b 0.688274
	m 1.21746
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 72 Probability 0.0005
	epsilon 0.86193
	b 0.647541
	m 1.10875
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 73 Probability 0.0005
	epsilon 0.806448
	b 0.586775
	m 1.1427
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 74 Probability 0.0005
	epsilon 0.882585
	b 0.636016
	m 0.951567
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 75 Probability 0.0005
	epsilon 0.816242
	b 0.686273
	m 1.21713
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 76 Probability 0.0005
	epsilon 0.759962
	b 0.679933
	m 0.995201
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 77 Probability 0.0005
	epsilon 0.768631
	b 0.602191
	m 0.952445
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 78 Probability 0.0005
	epsilon 0.76322
	b 0.567993
	m 1.02656
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 79 Probability 0.0005
	epsilon 0.872157
	b 0.531636
	m 0.920412
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 80 Probability 0.0005
	epsilon 0.855093
	b 0.666798
	m 0.894448
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 81 Probability 0.0005
	epsilon 0.891886
	b 0.613441
	m 0.988916
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 82 Probability 0.0005
	epsilon 0.846057
	b 0.665733
	m 1.17144
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 83 Probability 0.0005
	epsilon 0.773161
	b 0.55026
	m 0.949082
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 84 Probability 0.0005
	epsilon 0.786284
	b 0.675408
	m 0.953274
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 85 Probability 0.0005
	epsilon 0.826378
	b 0.521816
	m 0.887522
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 86 Probability 0.0005
	epsilon 0.867066
	b 0.618967
	m 1.00221
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 87 Probability 0.0005
	epsilon 0.903597
	b 0.601786
	m 1.19983
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 88 Probability 0.0005
	epsilon 0.863211
	b 0.686331
	m 1.16272
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 89 Probability 0.0005
	epsilon 0.868554
	b 0.681025
	m 0.86407
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 90 Probability 0.0005
	epsilon 0.851578
	b 0.525817
	m 1.18482
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 91 Probability 0.0005
	epsilon 0.911287
	b 0.632386
	m 1.09987
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 92 Probability 0.0005
	epsilon 0.784037
	b 0.552513
	m 1.08899
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 93 Probability 0.0005
	epsilon 0.813091
	b 0.615983
	m 1.14864
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 94 Probability 0.0005
	epsilon 0.867954
	b 0.510097
	m 0.932953
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 95 Probability 0.0005
	epsilon 0.841044
	b 0.625267
	m 1.23729
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 96 Probability 0.0005
	epsilon 0.90934
	b 0.668183
	m 0.868498
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 97 Probability 0.0005
	epsilon 0.892379
	b 0.509654
	m 1.09434
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 98 Probability 0.0005
	epsilon 0.797053
	b 0.506672
	m 1.00573
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 99 Probability 0.0005
	epsilon 0.854032
	b 0.68419
	m 1.07694
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 100 Probability 0.0005
	epsilon 0.77538
	b 0.622979
	m 1.01656
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 101 Probability 0.0005
	epsilon 0.885362
	b 0.645346
	m 1.03617
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 102 Probability 0.0005
	epsilon 0.915099
	b 0.532245
	m 1.06651
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 103 Probability 0.0005
	epsilon 0.913716
	b 0.573217
	m 1.01467
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 104 Probability 0.0005
	epsilon 0.843988
	b 0.559519
	m 1.00426
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 105 Probability 0.0005
	epsilon 0.779873
	b 0.552577
	m 1.22776
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 106 Probability 0.0005
	epsilon 0.870682
	b 0.679284
	m 1.00637
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 107 Probability 0.0005
	epsilon 0.773358
	b 0.565568
	m 1.02314
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 108 Probability 0.0005
	epsilon 0.878023
	b 0.527116
	m 0.961507
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 109 Probability 0.0005
	epsilon 0.863864
	b 0.605602
	m 0.956654
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 110 Probability 0.0005
	epsilon 0.776379
	b 0.562093
	m 1.18744
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 111 Probability 0.0005
	epsilon 0.843161
	b 0.598818
	m 1.13659
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 112 Probability 0.0005
	epsilon 0.80115
	b 0.661744
	m 0.921543
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 113 Probability 0.0005
	epsilon 0.842607
	b 0.669617
	m 0.904004
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 114 Probability 0.0005
	epsilon 0.860033
	b 0.692132
	m 1.1394
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 115 Probability 0.0005
	epsilon 0.895442
	b 0.633408
	m 1.2151
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 116 Probability 0.0005
	epsilon 0.929439
	b 0.606911
	m 0.995815
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 117 Probability 0.0005
	epsilon 0.798498
	b 0.617983
	m 0.942822
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 118 Probability 0.0005
	epsilon 0.788216
	b 0.696441
	m 0.779315
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 119 Probability 0.0005
	epsilon 0.856552
	b 0.540566
	m 1.20861
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 120 Probability 0.0005
	epsilon 0.936635
	b 0.558996
	m 1.04375
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 121 Probability 0.0005
	epsilon 0.858973
	b 0.581951
	m 1.06504
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 122 Probability 0.0005
	epsilon 0.908389
	b 0.604042
	m 0.789117
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 123 Probability 0.0005
	epsilon 0.846588
	b 0.582273
	m 0.763084
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 124 Probability 0.0005
	epsilon 0.867433
	b 0.549059
	m 0.958877
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 125 Probability 0.0005
	epsilon 0.838454
	b 0.621028
	m 1.18337
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 126 Probability 0.0005
	epsilon 0.812875
	b 0.636407
	m 0.86671
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 127 Probability 0.0005
	epsilon 0.836157
	b 0.51679
	m 1.06737
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 128 Probability 0.0005
	epsilon 0.828508
	b 0.598093
	m 0.937608
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 129 Probability 0.0005
	epsilon 0.908756
	b 0.663687
	m 0.937726
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 130 Probability 0.0005
	epsilon 0.865804
	b 0.627939
	m 0.866528
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 131 Probability 0.0005
	epsilon 0.875467
	b 0.610439
	m 1.16973
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 132 Probability 0.0005
	epsilon 0.802665
	b 0.546538
	m 1.10456
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 133 Probability 0.0005
	epsilon 0.910367
	b 0.514225
	m 0.963439
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 134 Probability 0.0005
	epsilon 0.801913
	b 0.568131
	m 1.15736
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 135 Probability 0.0005
	epsilon 0.837414
	b 0.560842
	m 0.917861
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 136 Probability 0.0005
	epsilon 0.821227
	b 0.54406
	m 1.06429
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 137 Probability 0.0005
	epsilon 0.907354
	b 0.608829
	m 1.08371
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 138 Probability 0.0005
	epsilon 0.812716
	b 0.592965
	m 0.945578
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 139 Probability 0.0005
	epsilon 0.857445
	b 0.625846
	m 0.786747
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 140 Probability 0.0005
	epsilon 0.929068
	b 0.668467
	m 0.847388
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 141 Probability 0.0005
	epsilon 0.872871
	b 0.566936
	m 0.977118
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 142 Probability 0.0005
	epsilon 0.871564
	b 0.565546
	m 1.12039
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 143 Probability 0.0005
	epsilon 0.852266
	b 0.519829
	m 0.939598
