stoch file 
scenario 1 Probability 0.004
	epsilon 0.80791
	Badult 0.7
	Bold 1.3
scenario 14 Probability 0.004
	epsilon 0.820668
	b 0.574217
	m 1.09834
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 15 Probability 0.004
	epsilon 0.778298
	b 0.502521
	m 0.98535
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 16 Probability 0.004
	epsilon 0.799439
	b 0.561606
	m 1.08984
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 17 Probability 0.004
	epsilon 0.848344
	b 0.616295
	m 0.932143
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 18 Probability 0.004
	epsilon 0.914684
	b 0.687283
	m 0.787051
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 19 Probability 0.004
	epsilon 0.787614
	b 0.576764
	m 1.03812
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 20 Probability 0.004
	epsilon 0.783315
	b 0.626147
	m 1.08162
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 21 Probability 0.004
	epsilon 0.948627
	b 0.661022
	m 1.14932
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 22 Probability 0.004
	epsilon 0.835457
	b 0.60717
	m 0.969158
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 23 Probability 0.004
	epsilon 0.919998
	b 0.659983
	m 0.887115
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 24 Probability 0.004
	epsilon 0.820171
	b 0.663261
	m 0.867956
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 25 Probability 0.004
	epsilon 0.894657
	b 0.593946
	m 1.11026
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 26 Probability 0.004
	epsilon 0.87221
	b 0.559263
	m 1.07129
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 27 Probability 0.004
	epsilon 0.812941
	b 0.63748
	m 1.10338
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 28 Probability 0.004
	epsilon 0.931383
	b 0.685739
	m 0.953541
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 29 Probability 0.004
	epsilon 0.832981
	b 0.577152
	m 1.21471
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 30 Probability 0.004
	epsilon 0.766452
	b 0.576555
	m 1.03349
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 31 Probability 0.004
	epsilon 0.841802
	b 0.604488
	m 1.01551
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 32 Probability 0.004
	epsilon 0.802773
	b 0.64258
	m 1.0915
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 33 Probability 0.004
	epsilon 0.826239
	b 0.550381
	m 1.22702
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 34 Probability 0.004
	epsilon 0.849163
	b 0.681211
	m 0.89772
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 35 Probability 0.004
	epsilon 0.913215
	b 0.511785
	m 1.22309
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 36 Probability 0.004
	epsilon 0.875121
	b 0.639452
	m 1.09481
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 37 Probability 0.004
	epsilon 0.774572
	b 0.610188
	m 1.16243
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 38 Probability 0.004
	epsilon 0.840589
	b 0.541868
	m 0.822474
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 39 Probability 0.004
	epsilon 0.808035
	b 0.580619
	m 0.768015
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 40 Probability 0.004
	epsilon 0.763256
	b 0.563184
	m 0.842164
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 41 Probability 0.004
	epsilon 0.907235
	b 0.528834
	m 0.807062
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 42 Probability 0.004
	epsilon 0.760553
	b 0.577611
	m 0.902938
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 43 Probability 0.004
	epsilon 0.928451
	b 0.574407
	m 0.916543
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 44 Probability 0.004
	epsilon 0.847105
	b 0.626365
	m 1.02083
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 45 Probability 0.004
	epsilon 0.917869
	b 0.551284
	m 1.16418
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 46 Probability 0.004
	epsilon 0.922166
	b 0.580993
	m 1.04186
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 47 Probability 0.004
	epsilon 0.939791
	b 0.657425
	m 1.00616
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 48 Probability 0.004
	epsilon 0.83421
	b 0.681652
	m 0.823063
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 49 Probability 0.004
	epsilon 0.906245
	b 0.672935
	m 0.965821
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 50 Probability 0.004
	epsilon 0.862707
	b 0.566186
	m 0.84918
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 51 Probability 0.004
	epsilon 0.942324
	b 0.659489
	m 0.840393
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 52 Probability 0.004
	epsilon 0.881045
	b 0.647629
	m 0.987669
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 53 Probability 0.004
	epsilon 0.787455
	b 0.563114
	m 0.9248
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 54 Probability 0.004
	epsilon 0.922739
	b 0.592994
	m 1.21997
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 55 Probability 0.004
	epsilon 0.875755
	b 0.567546
	m 1.06954
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 56 Probability 0.004
	epsilon 0.873936
	b 0.561566
	m 1.05688
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 57 Probability 0.004
	epsilon 0.822348
	b 0.584908
	m 0.78234
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 58 Probability 0.004
	epsilon 0.83564
	b 0.591845
	m 0.953844
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 59 Probability 0.004
	epsilon 0.857518
	b 0.58928
	m 1.05433
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 60 Probability 0.004
	epsilon 0.843842
	b 0.574647
	m 0.957641
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 61 Probability 0.004
	epsilon 0.75116
	b 0.52574
	m 0.90906
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 62 Probability 0.004
	epsilon 0.817829
	b 0.586248
	m 0.815294
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 63 Probability 0.004
	epsilon 0.802489
	b 0.513756
	m 0.86487
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 64 Probability 0.004
	epsilon 0.804308
	b 0.56118
	m 1.24241
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 65 Probability 0.004
	epsilon 0.835199
	b 0.595292
	m 1.01523
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 66 Probability 0.004
	epsilon 0.874613
	b 0.537819
	m 1.13811
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 67 Probability 0.004
	epsilon 0.832738
	b 0.545074
	m 1.03931
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 68 Probability 0.004
	epsilon 0.90578
	b 0.634497
	m 0.850071
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 69 Probability 0.004
	epsilon 0.864314
	b 0.604859
	m 0.955545
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 70 Probability 0.004
	epsilon 0.784749
	b 0.620626
	m 1.12065
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 71 Probability 0.004
	epsilon 0.810362
	b 0.564119
	m 0.893842
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 72 Probability 0.004
	epsilon 0.839249
	b 0.631852
	m 0.818626
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 73 Probability 0.004
	epsilon 0.917773
	b 0.608996
	m 1.14511
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 74 Probability 0.004
	epsilon 0.916703
	b 0.631408
	m 1.01398
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 75 Probability 0.004
	epsilon 0.801264
	b 0.660155
	m 1.10202
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 76 Probability 0.004
	epsilon 0.780707
	b 0.661937
	m 1.13588
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 77 Probability 0.004
	epsilon 0.814233
	b 0.636715
	m 1.24751
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 78 Probability 0.004
	epsilon 0.896875
	b 0.507714
	m 0.985932
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 79 Probability 0.004
	epsilon 0.889615
	b 0.596778
	m 0.792604
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 80 Probability 0.004
	epsilon 0.85576
	b 0.597428
	m 1.05285
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 81 Probability 0.004
	epsilon 0.895808
	b 0.599556
	m 0.937549
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 82 Probability 0.004
	epsilon 0.933597
	b 0.58883
	m 0.97826
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 83 Probability 0.004
	epsilon 0.763901
	b 0.527469
	m 1.00843
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 84 Probability 0.004
	epsilon 0.921552
	b 0.67067
	m 1.10077
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 85 Probability 0.004
	epsilon 0.861848
	b 0.588488
	m 1.02908
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 86 Probability 0.004
	epsilon 0.79148
	b 0.615675
	m 0.944999
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 87 Probability 0.004
	epsilon 0.766382
	b 0.611505
	m 1.0482
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 88 Probability 0.004
	epsilon 0.899775
	b 0.610097
	m 1.14419
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 89 Probability 0.004
	epsilon 0.936533
	b 0.607689
	m 1.18365
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 90 Probability 0.004
	epsilon 0.859838
	b 0.653274
	m 0.855623
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 91 Probability 0.004
	epsilon 0.846667
	b 0.519043
	m 1.00747
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 92 Probability 0.004
	epsilon 0.771489
	b 0.542846
	m 0.904094
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 93 Probability 0.004
	epsilon 0.750263
	b 0.609009
	m 0.868085
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 94 Probability 0.004
	epsilon 0.840257
	b 0.650207
	m 1.22639
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 95 Probability 0.004
	epsilon 0.92054
	b 0.614759
	m 1.05822
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 96 Probability 0.004
	epsilon 0.786076
	b 0.523385
	m 0.975457
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 97 Probability 0.004
	epsilon 0.875941
	b 0.635763
	m 1.0197
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 98 Probability 0.004
	epsilon 0.784161
	b 0.641446
	m 1.01851
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 99 Probability 0.004
	epsilon 0.842492
	b 0.619994
	m 1.1077
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 100 Probability 0.004
	epsilon 0.816707
	b 0.631961
	m 0.938341
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 101 Probability 0.004
	epsilon 0.873102
	b 0.549419
	m 1.1687
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 102 Probability 0.004
	epsilon 0.838362
	b 0.613151
	m 0.896903
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 103 Probability 0.004
	epsilon 0.928732
	b 0.65491
	m 1.14564
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 104 Probability 0.004
	epsilon 0.830827
	b 0.658597
	m 0.997662
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 105 Probability 0.004
	epsilon 0.878112
	b 0.616126
	m 0.978443
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 106 Probability 0.004
	epsilon 0.910938
	b 0.603307
	m 0.949885
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 107 Probability 0.004
	epsilon 0.864801
	b 0.513365
	m 1.14714
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 108 Probability 0.004
	epsilon 0.844795
	b 0.58787
	m 0.862131
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 109 Probability 0.004
	epsilon 0.882213
	b 0.617913
	m 1.23686
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 110 Probability 0.004
	epsilon 0.84081
	b 0.580612
	m 0.970947
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 111 Probability 0.004
	epsilon 0.859193
	b 0.600864
	m 1.01204
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 112 Probability 0.004
	epsilon 0.88275
	b 0.647281
	m 1.23433
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 113 Probability 0.004
	epsilon 0.823615
	b 0.681486
	m 1.07096
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 114 Probability 0.004
	epsilon 0.81166
	b 0.650122
	m 0.951122
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 115 Probability 0.004
	epsilon 0.919141
	b 0.580386
	m 1.08531
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 116 Probability 0.004
	epsilon 0.848233
	b 0.600797
	m 0.974064
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 117 Probability 0.004
	epsilon 0.872481
	b 0.644005
	m 0.904765
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 118 Probability 0.004
	epsilon 0.886988
	b 0.610785
	m 1.05474
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 119 Probability 0.004
	epsilon 0.835503
	b 0.536906
	m 0.912657
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 120 Probability 0.004
	epsilon 0.772202
	b 0.568872
	m 0.790849
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 121 Probability 0.004
	epsilon 0.864163
	b 0.657436
	m 1.20551
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 122 Probability 0.004
	epsilon 0.949787
	b 0.579935
	m 1.07862
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 123 Probability 0.004
	epsilon 0.771013
	b 0.675987
	m 0.82912
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 124 Probability 0.004
	epsilon 0.927228
	b 0.676072
	m 1.10525
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 125 Probability 0.004
	epsilon 0.931135
	b 0.636262
	m 0.96555
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 126 Probability 0.004
	epsilon 0.916822
	b 0.534373
	m 0.919182
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 127 Probability 0.004
	epsilon 0.832003
	b 0.52622
	m 1.01796
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 128 Probability 0.004
	epsilon 0.857212
	b 0.544805
	m 1.01159
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 129 Probability 0.004
	epsilon 0.8579
	b 0.619421
	m 0.989418
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 130 Probability 0.004
	epsilon 0.934509
	b 0.53126
	m 0.889441
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 131 Probability 0.004
	epsilon 0.908279
	b 0.624507
	m 0.771598
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 132 Probability 0.004
	epsilon 0.914982
	b 0.603671
	m 1.03696
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 133 Probability 0.004
	epsilon 0.859932
	b 0.591746
	m 0.827087
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 134 Probability 0.004
	epsilon 0.832564
	b 0.621511
	m 0.814382
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 135 Probability 0.004
	epsilon 0.753575
	b 0.594421
	m 0.931963
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 136 Probability 0.004
	epsilon 0.806179
	b 0.605954
	m 1.03042
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 137 Probability 0.004
	epsilon 0.901665
	b 0.691673
	m 1.0424
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 138 Probability 0.004
	epsilon 0.773194
	b 0.618974
	m 1.02434
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 139 Probability 0.004
	epsilon 0.827102
	b 0.569167
	m 1.07111
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 140 Probability 0.004
	epsilon 0.913756
	b 0.565663
	m 0.972357
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 141 Probability 0.004
	epsilon 0.913693
	b 0.590737
	m 0.968406
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 142 Probability 0.004
	epsilon 0.756182
	b 0.593461
	m 0.963537
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 143 Probability 0.004
	epsilon 0.840696
	b 0.696939
	m 0.776645
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 144 Probability 0.004
	epsilon 0.870904
	b 0.595068
	m 0.983547
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
