stoch file 
scenario 1 Probability 0.001
	epsilon 0.779082
	Badult 1.3
	Bold 0.7
scenario 82 Probability 0.001
	epsilon 0.834343
	b 0.596247
	m 1.20162
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 83 Probability 0.001
	epsilon 0.893457
	b 0.668606
	m 0.799027
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 84 Probability 0.001
	epsilon 0.924684
	b 0.596025
	m 1.11421
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 85 Probability 0.001
	epsilon 0.877139
	b 0.507044
	m 0.987428
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 86 Probability 0.001
	epsilon 0.764059
	b 0.572267
	m 1.08976
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 87 Probability 0.001
	epsilon 0.944892
	b 0.552272
	m 1.09375
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 88 Probability 0.001
	epsilon 0.791194
	b 0.570561
	m 1.1396
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 89 Probability 0.001
	epsilon 0.833676
	b 0.574686
	m 0.779462
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 90 Probability 0.001
	epsilon 0.820393
	b 0.677314
	m 0.996481
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 91 Probability 0.001
	epsilon 0.866763
	b 0.567517
	m 0.830116
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 92 Probability 0.001
	epsilon 0.831929
	b 0.68994
	m 0.90341
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 93 Probability 0.001
	epsilon 0.87142
	b 0.594108
	m 0.802346
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 94 Probability 0.001
	epsilon 0.933084
	b 0.622573
	m 0.924955
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 95 Probability 0.001
	epsilon 0.899399
	b 0.559005
	m 1.23997
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 96 Probability 0.001
	epsilon 0.937122
	b 0.647115
	m 0.993312
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 97 Probability 0.001
	epsilon 0.834933
	b 0.585943
	m 1.07239
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 98 Probability 0.001
	epsilon 0.890646
	b 0.6026
	m 0.908159
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 99 Probability 0.001
	epsilon 0.862842
	b 0.647506
	m 0.846558
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 100 Probability 0.001
	epsilon 0.817711
	b 0.56954
	m 1.13299
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 101 Probability 0.001
	epsilon 0.906841
	b 0.635536
	m 0.929193
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 102 Probability 0.001
	epsilon 0.922714
	b 0.65682
	m 0.961364
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 103 Probability 0.001
	epsilon 0.867531
	b 0.620693
	m 1.0172
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 104 Probability 0.001
	epsilon 0.851615
	b 0.613469
	m 1.1448
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 105 Probability 0.001
	epsilon 0.786082
	b 0.558184
	m 1.19287
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 106 Probability 0.001
	epsilon 0.943212
	b 0.667252
	m 0.883919
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 107 Probability 0.001
	epsilon 0.947836
	b 0.63226
	m 1.0079
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 108 Probability 0.001
	epsilon 0.921808
	b 0.620513
	m 1.12341
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 109 Probability 0.001
	epsilon 0.867954
	b 0.665492
	m 0.955882
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 110 Probability 0.001
	epsilon 0.779442
	b 0.554999
	m 1.13632
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 111 Probability 0.001
	epsilon 0.800551
	b 0.589517
	m 0.901347
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 112 Probability 0.001
	epsilon 0.775522
	b 0.654952
	m 1.15825
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 113 Probability 0.001
	epsilon 0.877443
	b 0.556146
	m 1.08921
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 114 Probability 0.001
	epsilon 0.913416
	b 0.528448
	m 0.82252
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 115 Probability 0.001
	epsilon 0.771134
	b 0.564093
	m 1.10988
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 116 Probability 0.001
	epsilon 0.885846
	b 0.675265
	m 1.0588
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 117 Probability 0.001
	epsilon 0.771429
	b 0.563629
	m 0.762454
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 118 Probability 0.001
	epsilon 0.894162
	b 0.595295
	m 0.916426
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 119 Probability 0.001
	epsilon 0.901145
	b 0.578098
	m 1.13886
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 120 Probability 0.001
	epsilon 0.823161
	b 0.552714
	m 0.833093
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 121 Probability 0.001
	epsilon 0.872408
	b 0.673959
	m 0.853727
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 122 Probability 0.001
	epsilon 0.89033
	b 0.598459
	m 1.16058
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 123 Probability 0.001
	epsilon 0.90918
	b 0.623599
	m 0.786658
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 124 Probability 0.001
	epsilon 0.861941
	b 0.582767
	m 0.985172
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 125 Probability 0.001
	epsilon 0.846443
	b 0.646335
	m 0.856614
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 126 Probability 0.001
	epsilon 0.902642
	b 0.674839
	m 0.813145
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 127 Probability 0.001
	epsilon 0.882016
	b 0.667611
	m 1.0622
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 128 Probability 0.001
	epsilon 0.943803
	b 0.679743
	m 0.824929
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 129 Probability 0.001
	epsilon 0.772142
	b 0.577725
	m 1.06142
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 130 Probability 0.001
	epsilon 0.87903
	b 0.64128
	m 1.04806
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 131 Probability 0.001
	epsilon 0.869741
	b 0.611841
	m 1.02137
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 132 Probability 0.001
	epsilon 0.93463
	b 0.696842
	m 1.00638
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 133 Probability 0.001
	epsilon 0.82456
	b 0.66025
	m 1.01073
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 134 Probability 0.001
	epsilon 0.890065
	b 0.643198
	m 1.05801
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 135 Probability 0.001
	epsilon 0.829014
	b 0.661818
	m 0.943377
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 136 Probability 0.001
	epsilon 0.869244
	b 0.666146
	m 0.998546
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 137 Probability 0.001
	epsilon 0.894714
	b 0.623557
	m 1.11433
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 138 Probability 0.001
	epsilon 0.837867
	b 0.64734
	m 0.981723
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 139 Probability 0.001
	epsilon 0.794017
	b 0.673799
	m 0.990451
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 140 Probability 0.001
	epsilon 0.847165
	b 0.578904
	m 1.14548
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 141 Probability 0.001
	epsilon 0.758502
	b 0.67513
	m 0.986343
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 142 Probability 0.001
	epsilon 0.790017
	b 0.52256
	m 1.17731
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 143 Probability 0.001
	epsilon 0.841902
	b 0.675272
	m 1.13857
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 144 Probability 0.001
	epsilon 0.851197
	b 0.626012
	m 1.11817
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
