stoch file 
scenario 1 Probability 0.0005
	epsilon 0.944303
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 27 Probability 0.0005
	epsilon 0.910429
	b 0.632226
	m 0.810635
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 28 Probability 0.0005
	epsilon 0.800556
	b 0.627596
	m 0.785131
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 29 Probability 0.0005
	epsilon 0.808558
	b 0.599317
	m 1.0332
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 30 Probability 0.0005
	epsilon 0.76472
	b 0.635028
	m 0.954833
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 31 Probability 0.0005
	epsilon 0.893255
	b 0.613298
	m 0.808231
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 32 Probability 0.0005
	epsilon 0.802041
	b 0.682094
	m 0.886479
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 33 Probability 0.0005
	epsilon 0.848654
	b 0.584235
	m 1.01303
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 34 Probability 0.0005
	epsilon 0.88709
	b 0.561525
	m 0.988461
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 35 Probability 0.0005
	epsilon 0.869181
	b 0.688237
	m 1.0712
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 36 Probability 0.0005
	epsilon 0.830727
	b 0.684367
	m 1.12517
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 37 Probability 0.0005
	epsilon 0.765895
	b 0.565645
	m 0.828318
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 38 Probability 0.0005
	epsilon 0.820175
	b 0.602253
	m 0.930889
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 39 Probability 0.0005
	epsilon 0.797956
	b 0.616539
	m 1.18506
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 40 Probability 0.0005
	epsilon 0.806448
	b 0.62084
	m 1.14147
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 41 Probability 0.0005
	epsilon 0.800611
	b 0.56521
	m 0.892204
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 42 Probability 0.0005
	epsilon 0.802435
	b 0.670102
	m 0.987533
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 43 Probability 0.0005
	epsilon 0.886227
	b 0.666733
	m 1.07362
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 44 Probability 0.0005
	epsilon 0.841184
	b 0.599188
	m 1.02698
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 45 Probability 0.0005
	epsilon 0.781871
	b 0.587005
	m 1.21076
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 46 Probability 0.0005
	epsilon 0.922424
	b 0.585047
	m 1.17244
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 47 Probability 0.0005
	epsilon 0.81954
	b 0.571446
	m 1.20776
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 48 Probability 0.0005
	epsilon 0.829554
	b 0.680225
	m 0.801673
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 49 Probability 0.0005
	epsilon 0.900602
	b 0.629488
	m 0.965436
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 50 Probability 0.0005
	epsilon 0.836122
	b 0.606875
	m 0.810212
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 51 Probability 0.0005
	epsilon 0.891395
	b 0.537215
	m 1.10813
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 52 Probability 0.0005
	epsilon 0.818655
	b 0.657794
	m 0.921668
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 53 Probability 0.0005
	epsilon 0.886913
	b 0.593572
	m 0.954997
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 54 Probability 0.0005
	epsilon 0.896573
	b 0.56153
	m 0.978826
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 55 Probability 0.0005
	epsilon 0.853794
	b 0.544953
	m 0.932783
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 56 Probability 0.0005
	epsilon 0.895245
	b 0.565154
	m 1.15524
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 57 Probability 0.0005
	epsilon 0.789051
	b 0.623487
	m 0.962767
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 58 Probability 0.0005
	epsilon 0.884475
	b 0.547678
	m 0.981107
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 59 Probability 0.0005
	epsilon 0.778267
	b 0.676484
	m 1.00069
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 60 Probability 0.0005
	epsilon 0.769112
	b 0.536076
	m 1.07842
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 61 Probability 0.0005
	epsilon 0.940286
	b 0.578243
	m 1.23786
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 62 Probability 0.0005
	epsilon 0.81439
	b 0.664028
	m 0.986955
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 63 Probability 0.0005
	epsilon 0.941574
	b 0.61182
	m 1.21501
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 64 Probability 0.0005
	epsilon 0.851814
	b 0.582832
	m 0.968977
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 65 Probability 0.0005
	epsilon 0.875408
	b 0.680028
	m 0.814927
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 66 Probability 0.0005
	epsilon 0.837846
	b 0.555895
	m 0.888048
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 67 Probability 0.0005
	epsilon 0.763865
	b 0.675518
	m 0.923135
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 68 Probability 0.0005
	epsilon 0.936838
	b 0.651338
	m 0.952814
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 69 Probability 0.0005
	epsilon 0.833543
	b 0.575051
	m 1.00728
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 70 Probability 0.0005
	epsilon 0.762994
	b 0.538736
	m 0.979928
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 71 Probability 0.0005
	epsilon 0.782118
	b 0.512043
	m 0.95298
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 72 Probability 0.0005
	epsilon 0.86168
	b 0.579055
	m 0.881406
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 73 Probability 0.0005
	epsilon 0.862402
	b 0.629022
	m 0.787748
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 74 Probability 0.0005
	epsilon 0.796069
	b 0.66058
	m 0.917829
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 75 Probability 0.0005
	epsilon 0.837539
	b 0.654504
	m 1.15591
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 76 Probability 0.0005
	epsilon 0.830764
	b 0.587075
	m 1.12191
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 77 Probability 0.0005
	epsilon 0.889906
	b 0.557027
	m 0.996241
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 78 Probability 0.0005
	epsilon 0.79859
	b 0.672973
	m 0.860869
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 79 Probability 0.0005
	epsilon 0.77349
	b 0.595844
	m 1.0631
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 80 Probability 0.0005
	epsilon 0.840867
	b 0.543476
	m 0.998937
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 81 Probability 0.0005
	epsilon 0.75786
	b 0.612703
	m 0.889773
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 82 Probability 0.0005
	epsilon 0.92572
	b 0.616377
	m 0.943788
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 83 Probability 0.0005
	epsilon 0.814062
	b 0.553422
	m 0.941128
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 84 Probability 0.0005
	epsilon 0.859384
	b 0.51298
	m 1.19533
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 85 Probability 0.0005
	epsilon 0.894566
	b 0.60789
	m 1.02141
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 86 Probability 0.0005
	epsilon 0.775058
	b 0.696489
	m 0.849249
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 87 Probability 0.0005
	epsilon 0.811655
	b 0.683028
	m 1.03053
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 88 Probability 0.0005
	epsilon 0.835929
	b 0.57864
	m 0.825895
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 89 Probability 0.0005
	epsilon 0.755013
	b 0.658345
	m 1.0223
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 90 Probability 0.0005
	epsilon 0.857735
	b 0.547503
	m 1.13185
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 91 Probability 0.0005
	epsilon 0.828262
	b 0.56505
	m 0.994243
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 92 Probability 0.0005
	epsilon 0.87164
	b 0.608569
	m 1.12624
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 93 Probability 0.0005
	epsilon 0.856591
	b 0.620543
	m 0.991495
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 94 Probability 0.0005
	epsilon 0.842522
	b 0.596519
	m 1.14604
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 95 Probability 0.0005
	epsilon 0.883425
	b 0.580337
	m 1.15926
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 96 Probability 0.0005
	epsilon 0.845751
	b 0.528679
	m 1.17165
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 97 Probability 0.0005
	epsilon 0.766255
	b 0.638744
	m 1.17348
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 98 Probability 0.0005
	epsilon 0.834873
	b 0.586069
	m 0.791799
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 99 Probability 0.0005
	epsilon 0.880929
	b 0.591988
	m 1.00441
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 100 Probability 0.0005
	epsilon 0.873383
	b 0.670404
	m 1.16466
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 101 Probability 0.0005
	epsilon 0.876811
	b 0.555985
	m 1.15097
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 102 Probability 0.0005
	epsilon 0.78895
	b 0.557238
	m 0.950592
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 103 Probability 0.0005
	epsilon 0.760993
	b 0.617346
	m 1.00738
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 104 Probability 0.0005
	epsilon 0.84352
	b 0.595522
	m 1.01415
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 105 Probability 0.0005
	epsilon 0.81099
	b 0.581582
	m 0.846346
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 106 Probability 0.0005
	epsilon 0.831343
	b 0.666341
	m 0.835933
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 107 Probability 0.0005
	epsilon 0.786076
	b 0.578114
	m 1.20768
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 108 Probability 0.0005
	epsilon 0.854833
	b 0.600551
	m 0.87614
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 109 Probability 0.0005
	epsilon 0.903186
	b 0.547281
	m 1.08498
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 110 Probability 0.0005
	epsilon 0.821166
	b 0.581918
	m 1.03394
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 111 Probability 0.0005
	epsilon 0.830771
	b 0.574383
	m 0.996667
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 112 Probability 0.0005
	epsilon 0.838059
	b 0.535525
	m 1.04229
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 113 Probability 0.0005
	epsilon 0.84475
	b 0.549277
	m 0.763713
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 114 Probability 0.0005
	epsilon 0.817284
	b 0.581464
	m 0.907684
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 115 Probability 0.0005
	epsilon 0.903942
	b 0.506889
	m 0.904262
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 116 Probability 0.0005
	epsilon 0.912249
	b 0.585559
	m 1.19513
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 117 Probability 0.0005
	epsilon 0.830226
	b 0.548468
	m 1.15346
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 118 Probability 0.0005
	epsilon 0.876508
	b 0.637072
	m 1.18305
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 119 Probability 0.0005
	epsilon 0.805028
	b 0.665128
	m 1.10539
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 120 Probability 0.0005
	epsilon 0.883225
	b 0.656847
	m 1.10116
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 121 Probability 0.0005
	epsilon 0.865586
	b 0.601312
	m 1.11145
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 122 Probability 0.0005
	epsilon 0.8516
	b 0.583317
	m 1.14233
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 123 Probability 0.0005
	epsilon 0.795817
	b 0.585245
	m 0.876927
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 124 Probability 0.0005
	epsilon 0.936027
	b 0.572777
	m 0.917086
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 125 Probability 0.0005
	epsilon 0.868554
	b 0.689544
	m 0.990752
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 126 Probability 0.0005
	epsilon 0.887059
	b 0.530829
	m 0.853412
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 127 Probability 0.0005
	epsilon 0.794826
	b 0.666175
	m 1.15784
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 128 Probability 0.0005
	epsilon 0.882247
	b 0.539079
	m 1.08054
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 129 Probability 0.0005
	epsilon 0.932088
	b 0.69284
	m 0.939675
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 130 Probability 0.0005
	epsilon 0.803771
	b 0.622149
	m 1.18813
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 131 Probability 0.0005
	epsilon 0.941956
	b 0.645476
	m 1.00188
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 132 Probability 0.0005
	epsilon 0.841676
	b 0.56252
	m 0.979323
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 133 Probability 0.0005
	epsilon 0.833558
	b 0.630361
	m 1.23737
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 134 Probability 0.0005
	epsilon 0.842814
	b 0.585415
	m 0.764243
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 135 Probability 0.0005
	epsilon 0.832342
	b 0.610101
	m 1.24502
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 136 Probability 0.0005
	epsilon 0.926885
	b 0.600784
	m 0.944561
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 137 Probability 0.0005
	epsilon 0.876819
	b 0.564872
	m 0.850682
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 138 Probability 0.0005
	epsilon 0.80395
	b 0.662654
	m 0.922085
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 139 Probability 0.0005
	epsilon 0.850539
	b 0.582032
	m 0.798105
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 140 Probability 0.0005
	epsilon 0.807462
	b 0.645967
	m 0.776402
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 141 Probability 0.0005
	epsilon 0.887253
	b 0.549924
	m 1.02833
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 142 Probability 0.0005
	epsilon 0.8816
	b 0.633034
	m 0.924841
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 143 Probability 0.0005
	epsilon 0.873816
	b 0.570758
	m 1.00677
